,categories,city,country,name,phone,rating,review_count,state,street,url,yelp_alias,zip_code
1376,General Dentistry | Dental Hygienists | Teeth Whitening,Oakland,US,Oakland Dental Care,(510) 444-6300,4.5,60,CA,315 14th St,https://www.yelp.com/biz/oakland-dental-care-oakland-2,oakland-dental-care-oakland-2,94612
1377,General Dentistry,Oakland,US,"Neshat Nina Rezai, DDS",(510) 587-0778,5.0,16,CA,2844 Summit St - Ste 203,https://www.yelp.com/biz/neshat-nina-rezai-dds-oakland,neshat-nina-rezai-dds-oakland,94609
1378,General Dentistry | Endodontists,Oakland,US,"Albert Chuong Dao, DDS",(510) 839-2828,5.0,33,CA,330 Madison St,https://www.yelp.com/biz/albert-chuong-dao-dds-oakland-3,albert-chuong-dao-dds-oakland-3,94607
1379,General Dentistry,Oakland,US,"Kenneth L Childers, DDS",(510) 339-2792,4.5,26,CA,6116 Merced Ave,https://www.yelp.com/biz/kenneth-l-childers-dds-oakland,kenneth-l-childers-dds-oakland,94611
1380,General Dentistry | Cosmetic Dentists,Alameda,US,"Matthew Lau, DDS FICOI",(510) 523-5323,5.0,55,CA,2111 Whitehall Pl - Ste C,https://www.yelp.com/biz/matthew-lau-dds-ficoi-alameda-3,matthew-lau-dds-ficoi-alameda-3,94501
1381,Oral Surgeons | General Dentistry,Oakland,US,HP Dental Group,(510) 836-4755,4.5,29,CA,650 International Blvd - Ste A,https://www.yelp.com/biz/hp-dental-group-oakland,hp-dental-group-oakland,94606
1382,Endodontists,Oakland,US,Endospecialists,(510) 451-6828,4.5,40,CA,1700 Broadway - Fl 10,https://www.yelp.com/biz/endospecialists-oakland,endospecialists-oakland,94612
1383,General Dentistry,Oakland,US,"David M Fong, DDS",(510) 452-1156,5.0,21,CA,1730 Franklin St - Ste 302,https://www.yelp.com/biz/david-m-fong-dds-oakland,david-m-fong-dds-oakland,94612
1384,General Dentistry,Alameda,US,"Finn H Tonsberg,DDS",(510) 523-6400,5.0,34,CA,1907 Santa Clara Ave,https://www.yelp.com/biz/finn-h-tonsberg-dds-alameda,finn-h-tonsberg-dds-alameda,94501
1385,General Dentistry | Cosmetic Dentists | Pediatric Dentists,Oakland,US,"Geraldine A Lim, DDS & Eric M Yabu, DDS",(510) 530-7000,4.5,16,CA,4174 Park Blvd - Ste A,https://www.yelp.com/biz/geraldine-a-lim-dds-and-eric-m-yabu-dds-oakland,geraldine-a-lim-dds-and-eric-m-yabu-dds-oakland,94602
1386,Oral Surgeons | General Dentistry,Oakland,US,"Donald K Ruddell, DDS",(510) 452-1068,4.5,22,CA,298 Grand Ave - Ste 200,https://www.yelp.com/biz/donald-k-ruddell-dds-oakland,donald-k-ruddell-dds-oakland,94610
1387,General Dentistry,Oakland,US,"Daniel V Lewis, DDS",(510) 530-5530,4.5,20,CA,4040 Park Blvd,https://www.yelp.com/biz/daniel-v-lewis-dds-oakland,daniel-v-lewis-dds-oakland,94602
1388,Orthodontists,Oakland,US,"Kevin W Carrington, DDS, BS - The Orthodontic Center",(510) 893-3117,4.0,50,CA,"The Orthodontic Ctr - 1615 Broadway, Fl 2",https://www.yelp.com/biz/kevin-w-carrington-dds-bs-the-orthodontic-center-oakland,kevin-w-carrington-dds-bs-the-orthodontic-center-oakland,94612
1389,General Dentistry | Cosmetic Dentists,Oakland,US,"Ted Low, DDS",(510) 893-3650,4.0,35,CA,3333 Grand Ave - Ste 201,https://www.yelp.com/biz/ted-low-dds-oakland,ted-low-dds-oakland,94610
1390,Endodontists,Alameda,US,Oakland-Alameda Endodontics,(510) 522-1945,5.0,29,CA,2229 Santa Clara Ave - Ste A,https://www.yelp.com/biz/oakland-alameda-endodontics-alameda,oakland-alameda-endodontics-alameda,94501
1391,General Dentistry,Oakland,US,"John T Noble, DDS",(510) 587-0778,5.0,17,CA,2844 Summit St - Ste 203,https://www.yelp.com/biz/john-t-noble-dds-oakland,john-t-noble-dds-oakland,94609
1392,General Dentistry | Cosmetic Dentists,Oakland,US,"Kenneth G. Louie, DDS",(510) 444-7277,5.0,16,CA,2844 Summit St - Ste 109,https://www.yelp.com/biz/kenneth-g-louie-dds-oakland-2,kenneth-g-louie-dds-oakland-2,94609
1393,General Dentistry | Cosmetic Dentists,Oakland,US,Montclair Smile Design,(510) 339-0277,4.0,32,CA,6200 Antioch St - Ste 201,https://www.yelp.com/biz/montclair-smile-design-oakland,montclair-smile-design-oakland,94611
1394,General Dentistry,Oakland,US,"Robert C Golden, DDS",(510) 452-1488,5.0,19,CA,1624 Franklin St - Ste 1205,https://www.yelp.com/biz/robert-c-golden-dds-oakland,robert-c-golden-dds-oakland,94612
1395,General Dentistry,Oakland,US,"Sam Y Wong, DDS",(510) 893-8066,4.5,22,CA,1904 Franklin St - Ste 511,https://www.yelp.com/biz/sam-y-wong-dds-oakland,sam-y-wong-dds-oakland,94612
1396,General Dentistry | Cosmetic Dentists,Alameda,US,"Amy K Lee, DDS",(510) 522-2680,4.5,33,CA,2437 Lincoln Ave,https://www.yelp.com/biz/amy-k-lee-dds-alameda,amy-k-lee-dds-alameda,94501
1397,Oral Surgeons,Alameda,US,"Michael Knoll, DDS, MD",(510) 523-1862,4.5,60,CA,2242 Santa Clara Ave,https://www.yelp.com/biz/michael-knoll-dds-md-alameda,michael-knoll-dds-md-alameda,94501
1398,Endodontists,Oakland,US,"Phuong Quang, DDS, PhD",(510) 451-3636,4.5,18,CA,2844 Summit St - Ste 209 - Bay Endodontics,https://www.yelp.com/biz/phuong-quang-dds-phd-oakland,phuong-quang-dds-phd-oakland,94609
1399,Orthodontists,Alameda,US,"David W. Johnson, DDS",(510) 521-4822,5.0,29,CA,2100 Otis Dr - Ste F - Johnson & Jolley Orthodontics,https://www.yelp.com/biz/david-w-johnson-dds-alameda-4,david-w-johnson-dds-alameda-4,94501
1400,Orthodontists | Oral Surgeons,Oakland,US,"Bradley A Irving, DDS",(510) 339-1250,4.5,14,CA,6116 Merced Ave - Ste C - Montclair Orthodontics,https://www.yelp.com/biz/bradley-a-irving-dds-oakland-2,bradley-a-irving-dds-oakland-2,94611
1401,General Dentistry,Oakland,US,"Huey Pierce Madison, DDS",(510) 336-0333,4.5,12,CA,3511 Dimond Ave - The Madison Dental Building,https://www.yelp.com/biz/huey-pierce-madison-dds-oakland-2,huey-pierce-madison-dds-oakland-2,94602
1402,General Dentistry,Oakland,US,"Fong C Diana,DDS",(510) 272-0967,5.0,16,CA,345 9th St - Ste 304,https://www.yelp.com/biz/fong-c-diana-dds-oakland,fong-c-diana-dds-oakland,94607
1403,Oral Surgeons,Oakland,US,"Larry V Franz, DDS",(510) 444-4416,4.5,24,CA,1624 Franklin St - Ste 810,https://www.yelp.com/biz/larry-v-franz-dds-oakland-2,larry-v-franz-dds-oakland-2,94612
1404,Oral Surgeons,Alameda,US,"Wendy P Liao, DDS",(510) 865-1114,4.5,32,CA,2525 Santa Clara Ave,https://www.yelp.com/biz/wendy-p-liao-dds-alameda,wendy-p-liao-dds-alameda,94501
1405,Cosmetic Dentists | General Dentistry,Alameda,US,"Andrew Rowe, DDS",(510) 521-5141,5.0,28,CA,2238 Santa Clara Ave,https://www.yelp.com/biz/andrew-rowe-dds-alameda-2,andrew-rowe-dds-alameda-2,94501
1406,General Dentistry,Alameda,US,"H. Thao Tran, DDS & Curt L Brohard, DDS",(510) 523-7800,5.0,20,CA,2026 Santa Clara Ave,https://www.yelp.com/biz/h-thao-tran-dds-and-curt-l-brohard-dds-alameda,h-thao-tran-dds-and-curt-l-brohard-dds-alameda,94501
1407,General Dentistry,Alameda,US,"Corazon Manaloto, DDS",(510) 521-0420,4.0,55,CA,"2651 Blanding Ave - Fl 2, Ste L",https://www.yelp.com/biz/corazon-manaloto-dds-alameda,corazon-manaloto-dds-alameda,94501
1408,Dentists,Oakland,US,Grand Lake Dental,(510) 208-3012,4.0,22,CA,3540 Grand Ave - Ste 100,https://www.yelp.com/biz/grand-lake-dental-oakland,grand-lake-dental-oakland,94610
1409,Endodontists,San Francisco,US,Sahar Dadvand,(415) 570-8185,5.0,14,CA,,https://www.yelp.com/biz/sahar-dadvand-san-francisco,sahar-dadvand-san-francisco,94103
1410,Cosmetic Dentists | General Dentistry | Endodontists,Oakland,US,NextGen Dentistry,(510) 763-7400,5.0,13,CA,475 8th St,https://www.yelp.com/biz/nextgen-dentistry-oakland,nextgen-dentistry-oakland,94607
1411,General Dentistry | Cosmetic Dentists,Alameda,US,Marina Landing Family Dentistry,(510) 523-8411,4.5,29,CA,1050 Marina Village Pkwy - Ste 106,https://www.yelp.com/biz/marina-landing-family-dentistry-alameda-2,marina-landing-family-dentistry-alameda-2,94501
1412,General Dentistry | Cosmetic Dentists,Oakland,US,"Arnold H Brokstein, DDS",(510) 482-5700,3.5,35,CA,2220 Mountain Blvd - Ste 206,https://www.yelp.com/biz/arnold-h-brokstein-dds-oakland,arnold-h-brokstein-dds-oakland,94611
1413,Cosmetic Dentists | Periodontists | Endodontists,Oakland,US,Advanced Dental Concepts of Oakland,(510) 465-7777,4.0,35,CA,1708 Franklin St,https://www.yelp.com/biz/advanced-dental-concepts-of-oakland-oakland,advanced-dental-concepts-of-oakland-oakland,94612
1414,General Dentistry,Oakland,US,"Trinh Brian,DDS",(510) 836-4811,5.0,11,CA,1624 Franklin St,https://www.yelp.com/biz/trinh-brian-dds-oakland,trinh-brian-dds-oakland,94612
1415,Endodontists | Cosmetic Dentists | General Dentistry,Oakland,US,Franklin Dental Care,(510) 893-4041,3.0,98,CA,1624 Franklin St - Ste 1220,https://www.yelp.com/biz/franklin-dental-care-oakland,franklin-dental-care-oakland,94612
1416,General Dentistry,Alameda,US,"Rene Bagus, DDS",(510) 865-6700,4.5,34,CA,450 Park St - Ste 100,https://www.yelp.com/biz/rene-bagus-dds-alameda,rene-bagus-dds-alameda,94501
1417,General Dentistry | Endodontists | Cosmetic Dentists,Alameda,US,Alameda Family Dental Practice,(510) 521-0588,4.5,31,CA,2049 Central Ave,https://www.yelp.com/biz/alameda-family-dental-practice-alameda,alameda-family-dental-practice-alameda,94501
1418,General Dentistry | Cosmetic Dentists | Endodontists,Alameda,US,Alameda Landing Dentistry,(510) 384-4000,3.5,124,CA,2660 5th St - Ste C,https://www.yelp.com/biz/alameda-landing-dentistry-alameda,alameda-landing-dentistry-alameda,94501
1419,Endodontists,Alameda,US,"Ali Allen Rezai, DDS",(510) 521-7668,4.5,21,CA,2411 Webb Ave - Ste A,https://www.yelp.com/biz/ali-allen-rezai-dds-alameda,ali-allen-rezai-dds-alameda,94501
1420,Cosmetic Dentists | General Dentistry,Alameda,US,"Philip B Gruell, DDS",(510) 523-7813,4.5,21,CA,1717 Santa Clara Ave,https://www.yelp.com/biz/philip-b-gruell-dds-alameda,philip-b-gruell-dds-alameda,94501
1421,Cosmetic Dentists | General Dentistry,Alameda,US,"Richard B Marill, DDS",(510) 523-8411,4.5,21,CA,1050 Marina Village Pkwy - Ste 106,https://www.yelp.com/biz/richard-b-marill-dds-alameda,richard-b-marill-dds-alameda,94501
1422,General Dentistry,Alameda,US,"Gerald G. Gelle,DDS",(510) 769-4988,4.5,39,CA,2059 Clinton Ave,https://www.yelp.com/biz/gerald-g-gelle-dds-alameda-5,gerald-g-gelle-dds-alameda-5,94501
1423,Oral Surgeons,Oakland,US,"Cassidy Lavorini, DDS",(510) 444-4334,5.0,10,CA,363 15th St - Lavorini Dental Care,https://www.yelp.com/biz/cassidy-lavorini-dds-oakland,cassidy-lavorini-dds-oakland,94612
1424,Orthodontists | Cosmetic Dentists | General Dentistry,Alameda,US,Randhawa Dentistry,(510) 521-3300,4.0,34,CA,2229 Santa Clara Ave - Ste E,https://www.yelp.com/biz/randhawa-dentistry-alameda,randhawa-dentistry-alameda,94501
1425,Orthodontists,Alameda,US,Vicki Wang Orthodontics,(510) 214-8527,4.5,23,CA,1740 Santa Clara Ave - Island Braces,https://www.yelp.com/biz/vicki-wang-orthodontics-alameda-3,vicki-wang-orthodontics-alameda-3,94501
1426,General Dentistry | Cosmetic Dentists | Orthodontists,Alameda,US,"Bothwell Bruce L, DDS",(510) 521-6402,5.0,14,CA,2238 Santa Clara Ave,https://www.yelp.com/biz/bothwell-bruce-l-dds-alameda-3,bothwell-bruce-l-dds-alameda-3,94501
1427,General Dentistry | Cosmetic Dentists,Alameda,US,Park Family Dental,(510) 769-9000,4.5,19,CA,1621 Park St,https://www.yelp.com/biz/park-family-dental-alameda-3,park-family-dental-alameda-3,94501
1428,Oral Surgeons,Alameda,US,"Grant H Tsuji,DDS",(510) 523-6281,4.5,24,CA,735 Santa Clara Ave,https://www.yelp.com/biz/grant-h-tsuji-dds-alameda,grant-h-tsuji-dds-alameda,94501
1429,Orthodontists | General Dentistry | Cosmetic Dentists,Orinda,US,"Edward Jang, DDS & Associates",(925) 254-5100,4.5,41,CA,1 Santa Maria Way,https://www.yelp.com/biz/edward-jang-dds-and-associates-orinda-3,edward-jang-dds-and-associates-orinda-3,94563
1430,General Dentistry | Cosmetic Dentists,Oakland,US,Healthy Smiles Dental Care,(510) 451-9100,4.5,14,CA,1904 Franklin St - Ste 810,https://www.yelp.com/biz/healthy-smiles-dental-care-oakland-4,healthy-smiles-dental-care-oakland-4,94612
1431,General Dentistry,Oakland,US,"Paul J Casale, DDS",(510) 893-2525,5.0,8,CA,1624 Franklin St,https://www.yelp.com/biz/paul-j-casale-dds-oakland,paul-j-casale-dds-oakland,94612
1432,Endodontists,Orinda,US,Endo Care Group - Orinda,(925) 254-7669,5.0,21,CA,10 Orinda Way - Endo Care Group,https://www.yelp.com/biz/endo-care-group-orinda-orinda,endo-care-group-orinda-orinda,94563
1433,Endodontists,Oakland,US,Bay Endodontics,(510) 451-3636,4.5,13,CA,2844 Summit St - Ste 209,https://www.yelp.com/biz/bay-endodontics-oakland,bay-endodontics-oakland,94609
1434,General Dentistry | Periodontists | Cosmetic Dentists,Alameda,US,"William L Gardner, DDS",(510) 865-4400,5.0,12,CA,2241 Central Ave - Ste B,https://www.yelp.com/biz/william-l-gardner-dds-alameda,william-l-gardner-dds-alameda,94501
1435,Cosmetic Dentists,Alameda,US,"Brett T Rouleau,DDS",(510) 521-5252,4.5,18,CA,2100 Otis Dr - Ste D,https://www.yelp.com/biz/brett-t-rouleau-dds-alameda,brett-t-rouleau-dds-alameda,94501
1436,General Dentistry | Cosmetic Dentists,Alameda,US,"Paul H Ting, DDS",(510) 521-8169,4.5,17,CA,2437 Lincoln Ave,https://www.yelp.com/biz/paul-h-ting-dds-alameda,paul-h-ting-dds-alameda,94501
1437,Oral Surgeons | General Dentistry,Alameda,US,"Richard H Tabor, DDS",(510) 865-2900,4.5,24,CA,1821 Santa Clara Ave,https://www.yelp.com/biz/richard-h-tabor-dds-alameda,richard-h-tabor-dds-alameda,94501
1438,General Dentistry,Oakland,US,"Gordon Wong, DDS",(510) 451-1974,5.0,6,CA,401 E 21st St,https://www.yelp.com/biz/gordon-wong-dds-oakland,gordon-wong-dds-oakland,94606
1439,Periodontists,Alameda,US,Alameda Periodontics,(510) 522-3545,4.5,14,CA,2238 Santa Clara Ave - Ste C,https://www.yelp.com/biz/alameda-periodontics-alameda-3,alameda-periodontics-alameda-3,94501
1440,General Dentistry | Cosmetic Dentists | Orthodontists,Oakland,US,"Mona Moy, DDS - Family Dentistry",(510) 482-2799,4.5,7,CA,2220 Mountain Blvd - Ste 205,https://www.yelp.com/biz/mona-moy-dds-family-dentistry-oakland,mona-moy-dds-family-dentistry-oakland,94611
1441,General Dentistry | Cosmetic Dentists,Oakland,US,"Dale M Jeong, DMD - Mills Neighborhood Dental",(510) 569-0858,5.0,11,CA,3300 62nd Ave,https://www.yelp.com/biz/dale-m-jeong-dmd-mills-neighborhood-dental-oakland,dale-m-jeong-dmd-mills-neighborhood-dental-oakland,94605
1442,Dentists,Oakland,US,"Joanne V. Lagos, DDS, MSPH",(510) 444-0583,4.5,8,CA,195 Perry Pl,https://www.yelp.com/biz/joanne-v-lagos-dds-msph-oakland,joanne-v-lagos-dds-msph-oakland,94610
1443,General Dentistry,Oakland,US,"Fudgen Wendell P, DDS",(510) 465-7777,5.0,6,CA,1708 Franklin St,https://www.yelp.com/biz/fudgen-wendell-p-dds-oakland,fudgen-wendell-p-dds-oakland,94612
1444,Oral Surgeons | Orthodontists,Oakland,US,"Chin Harry,DDS",(510) 530-4500,4.5,6,CA,4174 Park Blvd,https://www.yelp.com/biz/chin-harry-dds-oakland,chin-harry-dds-oakland,94602
1445,Oral Surgeons | General Dentistry | Cosmetic Surgeons,Oakland,US,"Harry Lin, DDS",(510) 839-1986,4.5,10,CA,933 Jackson St,https://www.yelp.com/biz/harry-lin-dds-oakland,harry-lin-dds-oakland,94607
1446,Oral Surgeons | General Dentistry,Oakland,US,"Gene Waldman, DDS",,5.0,6,CA,,https://www.yelp.com/biz/gene-waldman-dds-oakland,gene-waldman-dds-oakland,94612
1447,Cosmetic Dentists | General Dentistry,Alameda,US,"Douglas S Mitchell, DMD",(510) 865-4551,4.5,16,CA,2145 Central Ave,https://www.yelp.com/biz/douglas-s-mitchell-dmd-alameda-4,douglas-s-mitchell-dmd-alameda-4,94501
1448,General Dentistry,Oakland,US,Oakland Ct Dental,(510) 893-5678,3.5,19,CA,1018 Webster St,https://www.yelp.com/biz/oakland-ct-dental-oakland,oakland-ct-dental-oakland,94607
1449,General Dentistry,Oakland,US,Rotunda Dental,(510) 893-0808,3.0,57,CA,300 Frank H Ogawa Plz - Ste 100,https://www.yelp.com/biz/rotunda-dental-oakland-2,rotunda-dental-oakland-2,94612
1450,General Dentistry | Orthodontists | Cosmetic Dentists,Alameda,US,"Thuy T Bui, DDS - Alameda Family and Cosmetic Dentistry",(510) 865-1996,4.0,29,CA,1923 Encinal Ave,https://www.yelp.com/biz/thuy-t-bui-dds-alameda-family-and-cosmetic-dentistry-alameda,thuy-t-bui-dds-alameda-family-and-cosmetic-dentistry-alameda,94501
1451,Dentists,Oakland,US,"Lee Stephen, DDS",(510) 272-0967,5.0,6,CA,345 9th St - Ste 304,https://www.yelp.com/biz/lee-stephen-dds-oakland,lee-stephen-dds-oakland,94607
1452,General Dentistry | Cosmetic Dentists | Periodontists,Oakland,US,"Tse Joyce, DDS",(510) 268-1727,4.5,7,CA,1808 Franklin St,https://www.yelp.com/biz/tse-joyce-dds-oakland,tse-joyce-dds-oakland,94612
1453,Oral Surgeons,Alameda,US,"Michael T Lee, DDS",(510) 521-3554,5.0,8,CA,2049 Central Ave,https://www.yelp.com/biz/michael-t-lee-dds-alameda,michael-t-lee-dds-alameda,94501
1454,Dentists,Alameda,US,"Amanda F Leong,DDS",(510) 523-7600,4.5,12,CA,2215 Santa Clara Ave,https://www.yelp.com/biz/amanda-f-leong-dds-alameda,amanda-f-leong-dds-alameda,94501
1455,General Dentistry,Oakland,US,"Curtis C Yuen, DDS",(510) 451-7728,5.0,5,CA,1624 Franklin St - Ste 1010,https://www.yelp.com/biz/curtis-c-yuen-dds-oakland,curtis-c-yuen-dds-oakland,94612
1456,General Dentistry,Alameda,US,"Galera Barbara, DDS",(510) 522-7520,4.0,27,CA,512 Westline Dr - Ste 302,https://www.yelp.com/biz/galera-barbara-dds-alameda,galera-barbara-dds-alameda,94501
1457,Oral Surgeons,Alameda,US,"Cathy H Pham,DDS",(510) 769-1500,4.5,11,CA,650 Central Ave - Ste I,https://www.yelp.com/biz/cathy-h-pham-dds-alameda,cathy-h-pham-dds-alameda,94501
1458,Endodontists,Alameda,US,"Eri Hatta,DDS",(510) 523-6281,5.0,7,CA,735 Santa Clara Ave,https://www.yelp.com/biz/eri-hatta-dds-alameda,eri-hatta-dds-alameda,94501
1459,General Dentistry,Alameda,US,"Tal Robert Mercado, DDS",(510) 521-5444,5.0,8,CA,512 Westline Dr - Ste 101,https://www.yelp.com/biz/tal-robert-mercado-dds-alameda,tal-robert-mercado-dds-alameda,94501
1460,General Dentistry,Oakland,US,"Harold Fung, DMD",(510) 834-8386,3.5,15,CA,345 9th St - Ste 201,https://www.yelp.com/biz/harold-fung-dmd-oakland-2,harold-fung-dmd-oakland-2,94607
1461,Oral Surgeons | General Dentistry,Alameda,US,"Karen N Larson, DDS",(510) 521-9800,4.0,14,CA,2420 Webb Ave,https://www.yelp.com/biz/karen-n-larson-dds-alameda,karen-n-larson-dds-alameda,94501
1462,Pediatric Dentists,Orinda,US,Aloha Pediatric Dentistry,(925) 253-8190,4.0,19,CA,3 Altarinda Rd - Ste 210,https://www.yelp.com/biz/aloha-pediatric-dentistry-orinda-2,aloha-pediatric-dentistry-orinda-2,94563
1463,Endodontists,Oakland,US,"Peter Chalmers, DDS",(510) 451-6828,5.0,5,CA,1700 Broadway,https://www.yelp.com/biz/peter-chalmers-dds-oakland,peter-chalmers-dds-oakland,94612
1464,Oral Surgeons,Oakland,US,Oakland Oral & Maxillofacial Surgery,(510) 271-0655,4.0,11,CA,1814 Franklin St - Ste 100,https://www.yelp.com/biz/oakland-oral-and-maxillofacial-surgery-oakland,oakland-oral-and-maxillofacial-surgery-oakland,94612
1465,Oral Surgeons | Cosmetic Dentists | General Dentistry,Alameda,US,Alameda Smiles,(510) 523-5121,4.5,9,CA,2245 Santa Clara Ave - Ste 1,https://www.yelp.com/biz/alameda-smiles-alameda,alameda-smiles-alameda,94501
1466,General Dentistry | Cosmetic Dentists,Oakland,US,"Anita Purohit, DDS",(510) 842-0398,4.0,10,CA,4174 Park Blvd - Ste A,https://www.yelp.com/biz/anita-purohit-dds-oakland-2,anita-purohit-dds-oakland-2,94602
1467,General Dentistry,Oakland,US,Nice Dental,(510) 534-7600,4.5,6,CA,3022 International Blvd - Ste 503,https://www.yelp.com/biz/nice-dental-oakland-4,nice-dental-oakland-4,94601
1468,General Dentistry | Orthodontists | Cosmetic Dentists,Oakland,US,Western Dental & Orthodontics,(510) 285-0420,1.5,155,CA,1530 Broadway,https://www.yelp.com/biz/western-dental-and-orthodontics-oakland,western-dental-and-orthodontics-oakland,94612
1469,Oral Surgeons | Periodontists,Oakland,US,"Gretchen J Bruce, DDS",(510) 268-8838,5.0,4,CA,1624 Franklin St - Ste 320,https://www.yelp.com/biz/gretchen-j-bruce-dds-oakland,gretchen-j-bruce-dds-oakland,94612
1470,General Dentistry,Alameda,US,Calvert Jason DDS,(510) 522-1945,5.0,7,CA,2229 Santa Clara Ave,https://www.yelp.com/biz/calvert-jason-dds-alameda,calvert-jason-dds-alameda,94501
1471,Oral Surgeons,Oakland,US,"Jose A Patino, DDS",(510) 532-1777,5.0,3,CA,3221 Fruitvale Ave,https://www.yelp.com/biz/jose-a-patino-dds-oakland,jose-a-patino-dds-oakland,94602
1472,Endodontists,Oakland,US,"Amanda Lavorini,DDS",(510) 444-4391,4.5,8,CA,363 15th St,https://www.yelp.com/biz/amanda-lavorini-dds-oakland,amanda-lavorini-dds-oakland,94612
1473,Orthodontists,Alameda,US,"Paden S William, DDS",(510) 523-7287,5.0,6,CA,1721 Santa Clara Ave,https://www.yelp.com/biz/paden-s-william-dds-alameda,paden-s-william-dds-alameda,94501
1474,Cosmetic Dentists | General Dentistry,Orinda,US,"Peter M Heckler, DDS - Heckler Family Dentistry",(925) 254-8380,4.0,14,CA,11 Santa Maria Way,https://www.yelp.com/biz/peter-m-heckler-dds-heckler-family-dentistry-orinda,peter-m-heckler-dds-heckler-family-dentistry-orinda,94563
